"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Aug 12 05:54:52 UTC 2025","Tue Aug 12 05:54:52 UTC 2025","0","tests","test_login_with_csv","","","","test_login[NOTSET]",""
